Year,Month,Day,hour,DBT,DP,RH,GHR,DNR,DHR
1994,3,23,21,28.5,26.7,90,0,0,0
1994,3,23,22,28.3,26.7,91,0,0,0
1994,3,23,23,28,26.8,93,0,0,0
1994,3,23,24,27.8,26.9,95,0,0,0
1994,3,24,1,27.6,26.7,95,0,0,0
1994,3,24,2,27.5,26.6,95,0,0,0
1994,3,24,3,27.3,26.4,95,0,0,0
1994,3,24,4,27,25.8,93,0,0,0
1994,3,24,5,26.8,25.6,93,0,0,0
1994,3,24,6,26.5,25.6,95,0,0,0
1994,3,24,7,26.3,25.4,95,41,340,16
1994,3,24,8,27.1,26.1,94,236,401,110
1994,3,24,9,29.6,24.5,74,505,667,145
1994,3,24,10,31.6,24.2,65,734,779,165
1994,3,24,11,33.2,22.3,53,911,854,167
1994,3,24,12,34.8,22.2,48,1022,908,158
1994,3,24,13,33.8,22.9,53,1010,846,189
1994,3,24,14,33.6,24.2,58,924,772,214
1994,3,24,15,33.5,24.7,60,771,672,227
1994,3,24,16,33,24.5,61,557,522,221
1994,3,24,17,32,24.6,65,338,409,160
1994,3,24,18,30.6,25.9,76,116,209,75
1994,3,24,19,30,25.8,78,3,104,2
1994,3,24,20,29.9,26.3,81,0,0,0
1994,3,24,21,29,26.4,86,0,0,0
1994,3,24,22,28.9,26.7,88,0,0,0
1994,3,24,23,28.8,26.4,87,0,0,0
1994,3,24,24,28.3,26.3,89,0,0,0
1994,3,25,1,28.1,26.1,89,0,0,0
1994,3,25,2,28,26,89,0,0,0
1994,3,25,3,27.8,25.8,89,0,0,0
1994,3,25,4,27.6,25.6,89,0,0,0
1994,3,25,5,27.5,25.5,89,0,0,0
1994,3,25,6,27,25.2,90,0,0,0
1994,3,25,7,27.1,25.3,90,44,149,32
1994,3,25,8,28,25.6,87,216,299,122
1994,3,25,9,29.9,25.4,77,379,271,232
1994,3,25,10,31.4,23.5,63,524,264,330
1994,3,25,11,32.4,23.1,58,646,286,397
1994,3,25,12,33.4,24,58,717,296,434
1994,3,25,13,33.2,24.4,60,776,377,410
1994,3,25,14,33.1,22.8,55,849,609,288
1994,3,25,15,32.9,22.7,55,784,702,215
1994,3,25,16,31.9,23.4,61,581,590,201
1994,3,25,17,31.2,24.1,66,352,462,151
1994,3,25,18,29.9,25.2,76,123,249,74
1994,3,25,19,29.4,26,82,3,241,0
1994,3,25,20,28.9,26.1,85,0,0,0
1994,3,25,21,28.5,25.9,86,0,0,0
1994,3,25,22,28.4,26,87,0,0,0
1994,3,25,23,28.1,26.1,89,0,0,0
1994,3,25,24,27.8,26,90,0,0,0
1994,3,26,1,27.6,25.6,89,0,0,0
1994,3,26,2,27.4,25.4,89,0,0,0
1994,3,26,3,27,25.4,91,0,0,0
1994,3,26,4,26.7,24.9,90,0,0,0
1994,3,26,5,26.4,24.8,91,0,0,0
1994,3,26,6,26.1,24.5,91,0,0,0
1994,3,26,7,26.4,24.8,91,43,146,31
1994,3,26,8,28.3,25.9,87,216,291,123
1994,3,26,9,29.7,24.8,75,450,470,194
1994,3,26,10,31.8,24.2,64,625,489,266
1994,3,26,11,32.9,22,53,792,582,283
1994,3,26,12,33.4,21.9,51,882,615,295
1994,3,26,13,34,20.4,45,949,721,249
1994,3,26,14,33,21.5,51,906,731,232
1994,3,26,15,32.9,21.7,52,767,660,231
1994,3,26,16,32.4,22.8,57,570,559,210
1994,3,26,17,31.8,23.6,62,323,354,169
1994,3,26,18,29.8,25.8,79,107,156,76
1994,3,26,19,28.9,25.7,83,3,78,2
1994,3,26,20,28.6,25.6,84,0,0,0
1994,3,26,21,28.3,25.5,85,0,0,0
1994,3,26,22,28,25.6,87,0,0,0
1994,3,26,23,27.9,25.5,87,0,0,0
1994,3,26,24,27.4,25.4,89,0,0,0
1994,3,27,1,27.4,25.4,89,0,0,0
1994,3,27,2,27.3,25.3,89,0,0,0
1994,3,27,3,27,25,89,0,0,0
1994,3,27,4,26.5,24.5,89,0,0,0
1994,3,27,5,26.2,24.4,90,0,0,0
1994,3,27,6,25.9,24.3,91,0,0,0
1994,3,27,7,26.2,24.6,91,45,141,33
1994,3,27,8,27.4,25.4,89,216,282,125
1994,3,27,9,29.3,24.2,74,454,478,193
1994,3,27,10,31.3,22.3,59,643,529,253
1994,3,27,11,33,19.8,46,810,619,268
1994,3,27,12,33.9,18.4,40,913,677,266
1994,3,27,13,34,30.7,83,811,440,383
1994,3,27,14,33,23.1,56,850,610,287
1994,3,27,15,32.6,23.3,58,754,630,243
1994,3,27,16,31.5,23.3,62,564,540,215
1994,3,27,17,30.6,24.3,69,336,402,161
1994,3,27,18,29.5,25.3,78,116,208,75
1994,3,27,19,28.8,25,80,4,104,3
1994,3,27,20,28.5,24.7,80,0,0,0
1994,3,27,21,28.3,24.9,82,0,0,0
1994,3,27,22,28,25.1,84,0,0,0
1994,3,27,23,27.8,25.1,85,0,0,0
1994,3,27,24,27.4,25.1,87,0,0,0
1994,3,28,1,27,25,89,0,0,0
1994,3,28,2,26.9,24.9,89,0,0,0
1994,3,28,3,26.5,24.5,89,0,0,0
1994,3,28,4,26,24.2,90,0,0,0
1994,3,28,5,25.7,23.9,90,0,0,0
1994,3,28,6,25.6,24,91,0,0,0
1994,3,28,7,26,24.4,91,38,192,23
1994,3,28,8,27.8,24.5,82,208,243,129
1994,3,28,9,29.4,22.6,67,439,425,206
1994,3,28,10,30.9,20.2,53,702,677,202
1994,3,28,11,32.5,19,45,869,747,213
1994,3,28,12,34,18.5,40,967,786,214
1994,3,28,13,33.1,20.3,47,986,792,215
1994,3,28,14,33.1,20.3,47,918,753,222
1994,3,28,15,33,20.2,47,786,704,214
1994,3,28,16,32,20.6,51,584,597,199
1994,3,28,17,31.7,23.3,61,346,437,155
1994,3,28,18,29.3,23.7,72,122,237,74
1994,3,28,19,28.6,23.7,75,4,119,3
1994,3,28,20,28.3,24.5,80,0,0,0
1994,3,28,21,27.8,24,80,0,0,0
1994,3,28,22,27.6,24,81,0,0,0
1994,3,28,23,27.4,24.1,82,0,0,0
1994,3,28,24,26.9,23.8,83,0,0,0
1994,3,29,1,26.6,23.9,85,0,0,0
1994,3,29,2,26.3,24,87,0,0,0
1994,3,29,3,25.8,23.9,89,0,0,0
1994,3,29,4,25.6,23.7,89,0,0,0
1994,3,29,5,25.5,23.6,89,0,0,0
1994,3,29,6,25.1,23.2,89,0,0,0
1994,3,29,7,25.8,24,90,53,422,18
1994,3,29,8,28.6,23.7,75,258,460,108
1994,3,29,9,29.7,22.4,65,496,600,165
1994,3,29,10,31.4,21.3,55,695,653,211
1994,3,29,11,32.5,21.4,52,853,708,230
1994,3,29,12,32.9,20.8,49,950,749,232
1994,3,29,13,33.4,20.9,48,986,791,215
1994,3,29,14,32.7,20.6,49,916,748,224
1994,3,29,15,32.5,21.7,53,766,656,232
1994,3,29,16,31.5,21.7,56,575,571,206
1994,3,29,17,30.9,22.5,61,346,437,155
1994,3,29,18,29.9,23.6,69,122,239,74
1994,3,29,19,29,24.1,75,4,120,3
1994,3,29,20,28.8,24.4,77,0,0,0
1994,3,29,21,28.5,24.5,79,0,0,0
1994,3,29,22,28.4,24.4,79,0,0,0
1994,3,29,23,28.1,24.1,79,0,0,0
1994,3,29,24,27.8,24.2,81,0,0,0
1994,3,30,1,27.6,24.3,82,0,0,0
1994,3,30,2,27.5,24.6,84,0,0,0
1994,3,30,3,27,24.3,85,0,0,0
1994,3,30,4,26.8,24.3,86,0,0,0
1994,3,30,5,26.5,24.4,88,0,0,0
1994,3,30,6,26.3,24.2,88,0,0,0
1994,3,30,7,26.7,24.7,89,51,342,21
1994,3,30,8,29.3,24.9,77,249,406,115
1994,3,30,9,30.9,22.8,62,505,623,159
1994,3,30,10,31.5,21.9,57,695,651,212
1994,3,30,11,32.6,22.4,55,850,699,234
1994,3,30,12,32.8,21.3,51,953,752,230
1994,3,30,13,33.2,22.3,53,971,758,231
1994,3,30,14,33.2,21.4,50,910,735,229
1994,3,30,15,32.1,21.9,55,762,648,235
1994,3,30,16,32.2,19.8,48,612,678,174
1994,3,30,17,31.2,21.1,55,372,537,137
1994,3,30,18,29.9,24.1,71,127,271,73
1994,3,30,19,29.2,24.5,76,4,135,2
1994,3,30,20,28.8,23.9,75,0,0,0
1994,3,30,21,28.3,23.2,74,0,0,0
1994,3,30,22,28.2,24.2,79,0,0,0
1994,3,30,23,27.9,24.3,81,0,0,0
1994,3,30,24,27.7,24.8,84,0,0,0
1994,3,31,1,27.4,24.5,84,0,0,0
1994,3,31,2,27.2,24.3,84,0,0,0
1994,3,31,3,26.7,24.4,87,0,0,0
1994,3,31,4,26.3,24.2,88,0,0,0
1994,3,31,5,26.2,24.2,89,0,0,0
1994,3,31,6,25.7,23.8,89,0,0,0
1994,3,31,7,26.2,24.2,89,56,260,31
1994,3,31,8,28.1,24.1,79,236,334,125
1994,3,31,9,30.1,21.7,61,483,547,179
1994,3,31,10,31.7,20.9,53,703,666,207
1994,3,31,11,32.1,22.2,56,843,682,242
1994,3,31,12,32.7,21.9,53,941,725,243
1994,3,31,13,33.2,21.4,50,983,781,219
1994,3,31,14,33.7,21.5,49,909,732,231
1994,3,31,15,32.8,20,47,783,696,216
1994,3,31,16,32.2,19.4,47,615,686,171
1994,3,31,17,31.9,21.1,53,375,549,135
1994,3,31,18,29.6,22.3,65,133,311,71
1994,3,31,19,28.8,23.5,73,4,155,2
1994,3,31,20,28.4,23.3,74,0,0,0
1994,3,31,21,28.2,24,78,0,0,0
1994,3,31,22,28,24.3,80,0,0,0
1994,3,31,23,28,24.5,81,0,0,0
1994,3,31,24,28,24.3,80,0,0,0
2003,4,1,1,28,24.3,80,0,0,0
2003,4,1,2,28.1,24.4,80,0,0,0
2003,4,1,3,28.2,24.5,80,0,0,0
2003,4,1,4,27.9,24.3,81,0,0,0
2003,4,1,5,27.8,24.2,81,0,0,0
2003,4,1,6,27.6,24,81,0,0,0
2003,4,1,7,27.7,24.1,81,41,94,32
2003,4,1,8,29.8,25.6,78,247,381,120
2003,4,1,9,31.7,23,60,511,632,158
2003,4,1,10,33.6,22.4,52,698,649,213
2003,4,1,11,34.8,21.5,46,920,848,170
2003,4,1,12,36.8,19.7,37,1047,937,144
2003,4,1,13,37.3,18.3,33,1066,945,142
2003,4,1,14,36.3,22.8,46,961,842,180
2003,4,1,15,35.6,22.9,48,820,785,181
2003,4,1,16,34.6,24.5,56,597,634,186
2003,4,1,17,33.4,24.6,60,367,520,140
2003,4,1,18,31.5,25.6,71,131,294,72
2003,4,1,19,30.6,26.3,78,4,147,2
2003,4,1,20,30.2,25.9,78,0,0,0
2003,4,1,21,29.8,25.8,79,0,0,0
2003,4,1,22,29.8,25.8,79,0,0,0
2003,4,1,23,29.7,25.7,79,0,0,0
2003,4,1,24,29.3,25.3,79,0,0,0
2003,4,2,1,29.3,25.3,79,0,0,0
2003,4,2,2,29.3,25.3,79,0,0,0
2003,4,2,3,29.2,25.2,79,0,0,0
2003,4,2,4,29.1,25.1,79,0,0,0
2003,4,2,5,28.8,24.8,79,0,0,0
2003,4,2,6,28.3,24.3,79,0,0,0
2003,4,2,7,28.4,24.4,79,51,174,34
2003,4,2,8,30,26,79,274,500,106
2003,4,2,9,31.7,26,72,531,690,144
2003,4,2,10,34,24.3,57,756,795,162
2003,4,2,11,35.7,20.8,42,949,906,146
2003,4,2,12,36.6,20,38,1041,923,150
2003,4,2,13,36.8,21.4,41,1069,949,141
2003,4,2,14,36.7,22.1,43,999,918,147
2003,4,2,15,36.1,23.7,49,829,806,172
2003,4,2,16,35.3,25.5,57,600,644,184
2003,4,2,17,34,25.4,61,374,548,135
2003,4,2,18,32.3,26.4,71,133,309,71
2003,4,2,19,31,26.7,78,4,154,2
2003,4,2,20,30.4,26.4,79,0,0,0
2003,4,2,21,30.1,26.1,79,0,0,0
2003,4,2,22,30,26,79,0,0,0
2003,4,2,23,30,26,79,0,0,0
2003,4,2,24,29.8,26,80,0,0,0
2003,4,3,1,29.8,26,80,0,0,0
2003,4,3,2,29.7,25.9,80,0,0,0
2003,4,3,3,29.3,25.5,80,0,0,0
2003,4,3,4,28.7,24.9,80,0,0,0
2003,4,3,5,28.7,24.9,80,0,0,0
2003,4,3,6,28.5,24.7,80,0,0,0
2003,4,3,7,28.6,24.8,80,54,186,35
2003,4,3,8,29.8,26,80,270,470,111
2003,4,3,9,32.1,25.7,69,542,720,137
2003,4,3,10,34.3,24.6,57,759,797,161
2003,4,3,11,35.9,22.1,45,946,899,149
2003,4,3,12,37.4,19.3,35,1056,952,137
2003,4,3,13,38.1,23.3,43,1043,897,164
2003,4,3,14,36.2,23.4,48,981,881,163
2003,4,3,15,35.7,23,48,840,830,163
2003,4,3,16,35.1,23.4,51,624,713,162
2003,4,3,17,33.8,23.8,56,384,589,127
2003,4,3,18,32.2,25.3,67,130,288,72
2003,4,3,19,31.5,25.4,70,4,144,2
2003,4,3,20,31.2,26,74,0,0,0
2003,4,3,21,30.8,26.3,77,0,0,0
2003,4,3,22,30.7,26.2,77,0,0,0
2003,4,3,23,30.7,26.2,77,0,0,0
2003,4,3,24,30.5,26,77,0,0,0
2003,4,4,1,30.4,25.9,77,0,0,0
2003,4,4,2,30.3,25.8,77,0,0,0
2003,4,4,3,30,25.5,77,0,0,0
2003,4,4,4,29.8,25.3,77,0,0,0
2003,4,4,5,29.5,25.1,77,0,0,0
2003,4,4,6,29.2,25,78,0,0,0
2003,4,4,7,29.2,25,78,35,43,30
2003,4,4,8,30,25.5,77,257,400,121
2003,4,4,9,32,23.3,60,562,778,122
2003,4,4,10,34.5,22.2,49,771,822,152
2003,4,4,11,35.9,21.7,44,928,857,166
2003,4,4,12,37,21.2,40,1015,870,174
2003,4,4,13,37.2,22.5,43,992,796,212
2003,4,4,14,35.3,22.6,48,880,669,259
2003,4,4,15,34.2,23.9,55,732,574,263
2003,4,4,16,33,24.5,61,589,612,193
2003,4,4,17,32,25.1,67,348,444,154
2003,4,4,18,31.6,25.2,69,126,263,73
2003,4,4,19,31.4,25,69,4,131,2
2003,4,4,20,31.1,24.7,69,0,0,0
2003,4,4,21,31,24.7,69,0,0,0
2003,4,4,22,31,24.7,69,0,0,0
2003,4,4,23,30.6,25.4,74,0,0,0
2003,4,4,24,30.2,25.9,78,0,0,0
2003,4,5,1,30.1,25.9,78,0,0,0
2003,4,5,2,30,25.8,78,0,0,0
2003,4,5,3,29.7,25.5,78,0,0,0
2003,4,5,4,29.5,25.5,79,0,0,0
2003,4,5,5,28.9,24.9,79,0,0,0
2003,4,5,6,28.7,24.7,79,0,0,0
2003,4,5,7,29,25,79,57,186,37
2003,4,5,8,30,26,79,281,503,108
2003,4,5,9,31.5,26.3,74,535,685,147
2003,4,5,10,33.1,24,59,749,765,173
2003,4,5,11,33.9,24.5,58,893,779,199
2003,4,5,12,34.5,25.3,59,990,818,198
2003,4,5,13,34,25.1,60,1001,814,203
2003,4,5,14,33.2,24.7,61,927,767,214
2003,4,5,15,33,25.3,64,775,677,223
2003,4,5,16,32.2,25.8,69,563,538,215
2003,4,5,17,30.5,26.5,79,314,323,173
2003,4,5,18,30.2,26.4,80,79,55,68
2003,4,5,19,30,26.2,80,4,27,4
2003,4,5,20,29.9,26.1,80,0,0,0
2003,4,5,21,29.5,25.7,80,0,0,0
2003,4,5,22,29.5,25.5,79,0,0,0
2003,4,5,23,29,25,79,0,0,0
2003,4,5,24,28.2,24.2,79,0,0,0
2003,4,6,1,27.5,23.1,77,0,0,0
2003,4,6,2,27.1,22.9,78,0,0,0
2003,4,6,3,26.8,22.6,78,0,0,0
2003,4,6,4,26.5,22.3,78,0,0,0
2003,4,6,5,26.1,22,78,0,0,0
2003,4,6,6,25.6,21.7,79,0,0,0
2003,4,6,7,26.3,22.4,79,61,218,37
2003,4,6,8,28.8,24.6,78,287,525,105
2003,4,6,9,30.4,25.5,75,540,693,145
2003,4,6,10,31.9,24.5,65,704,645,217
2003,4,6,11,32.9,23.3,57,899,789,196
2003,4,6,12,33.4,23.1,55,981,797,208
2003,4,6,13,33,22.8,55,1017,843,189
2003,4,6,14,32.7,23.1,57,935,785,206
2003,4,6,15,32.5,22.9,57,778,684,220
2003,4,6,16,32,22.4,57,574,569,206
2003,4,6,17,31.1,22.7,61,354,466,150
2003,4,6,18,30,23.2,67,128,273,73
2003,4,6,19,29.4,23.1,69,4,136,2
2003,4,6,20,29,23,70,0,0,0
2003,4,6,21,28.9,23.1,71,0,0,0
2003,4,6,22,28.5,22.7,71,0,0,0
2003,4,6,23,28.3,22.8,72,0,0,0
2003,4,6,24,27.9,23.3,76,0,0,0
2003,4,7,1,27.6,23,76,0,0,0
2003,4,7,2,27.5,22.9,76,0,0,0
2003,4,7,3,26.5,22.3,78,0,0,0
2003,4,7,4,26,21.9,78,0,0,0
2003,4,7,5,25.9,21.8,78,0,0,0
2003,4,7,6,25.5,21.6,79,0,0,0
2003,4,7,7,25.8,21.9,79,60,193,39
2003,4,7,8,27.7,23.5,78,285,504,109
2003,4,7,9,30.1,24,70,540,690,146
2003,4,7,10,31.4,21.3,55,756,775,170
2003,4,7,11,32.6,19.1,45,905,799,191
2003,4,7,12,32.5,20.1,48,977,788,213
2003,4,7,13,32.5,19,45,953,714,251
2003,4,7,14,33,19.1,44,886,681,253
2003,4,7,15,32.5,20.1,48,738,590,257
2003,4,7,16,32.1,19.7,48,605,659,178
2003,4,7,17,31.1,21.3,56,370,533,137
2003,4,7,18,30.2,21.6,60,138,343,69
2003,4,7,19,29.5,23.5,70,4,329,0
2003,4,7,20,29.1,23.1,70,0,0,0
2003,4,7,21,28.9,23.1,71,0,0,0
2003,4,7,22,28.5,22.7,71,0,0,0
2003,4,7,23,28.2,23.1,74,0,0,0
2003,4,7,24,27.8,23.6,78,0,0,0
2003,4,8,1,27.2,23.2,79,0,0,0
2003,4,8,2,26.7,22.8,79,0,0,0
2003,4,8,3,26.4,22.5,79,0,0,0
2003,4,8,4,26.2,22.3,79,0,0,0
2003,4,8,5,26.2,22.3,79,0,0,0
2003,4,8,6,26,22.1,79,0,0,0
2003,4,8,7,26.3,22.4,79,62,195,40
2003,4,8,8,26.1,22,78,291,525,107
2003,4,8,9,30,25.1,75,534,664,153
2003,4,8,10,30.5,24.7,71,721,681,204
2003,4,8,11,31.7,24.8,67,831,635,263
2003,4,8,12,33,23.3,57,944,720,245
2003,4,8,13,33,23.1,56,980,768,224
2003,4,8,14,32.5,22.9,57,912,736,227
2003,4,8,15,32.2,22.6,57,752,623,244
2003,4,8,16,31.8,22.2,57,528,440,242
2003,4,8,17,31.1,21.9,58,325,362,167
2003,4,8,18,30,22.2,63,116,200,76
2003,4,8,19,29.5,23.5,70,4,100,3
2003,4,8,20,29.2,23.2,70,0,0,0
2003,4,8,21,28.7,23.4,73,0,0,0
2003,4,8,22,28.5,24.1,77,0,0,0
2003,4,8,23,28.1,23.7,77,0,0,0
2003,4,8,24,27.4,23.9,81,0,0,0
2003,4,9,1,27,23.5,81,0,0,0
2003,4,9,2,26.5,23,81,0,0,0
2003,4,9,3,26.2,22.7,81,0,0,0
2003,4,9,4,25.6,21.9,80,0,0,0
2003,4,9,5,25.4,21.7,80,0,0,0
2003,4,9,6,25.2,21.7,81,0,0,0
2003,4,9,7,26.3,22.8,81,62,186,41
2003,4,9,8,28.6,24.8,80,283,478,114
2003,4,9,9,30,23.4,68,530,645,159
2003,4,9,10,31.8,23.1,60,723,683,203
2003,4,9,11,32.3,23.3,59,870,720,225
2003,4,9,12,32.5,22.3,55,957,746,232
2003,4,9,13,32.8,21.6,52,1001,811,203
2003,4,9,14,32.5,20.7,50,940,796,200
2003,4,9,15,32.3,20.9,51,792,719,205
2003,4,9,16,31.8,21.6,55,592,623,188
2003,4,9,17,30.8,22.1,60,356,477,147
2003,4,9,18,29.7,22.4,65,130,287,72
2003,4,9,19,29.1,22.6,68,4,144,2
2003,4,9,20,28.8,22.3,68,0,0,0
2003,4,9,21,28.5,23,72,0,0,0
2003,4,9,22,28.5,24.1,77,0,0,0
2003,4,9,23,28.3,24.7,81,0,0,0
2003,4,9,24,28,25.4,86,0,0,0
2003,4,10,1,27.6,24.9,85,0,0,0
2003,4,10,2,26.8,24.3,86,0,0,0
2003,4,10,3,26.3,23.8,86,0,0,0
2003,4,10,4,25.8,23.1,85,0,0,0
2003,4,10,5,25.7,22.8,84,0,0,0
2003,4,10,6,25.3,22.2,83,0,0,0
2003,4,10,7,26,22.1,79,62,168,42
2003,4,10,8,29.2,23.2,70,252,330,134
2003,4,10,9,30.7,24.8,71,384,225,254
2003,4,10,10,32.3,22.7,57,731,701,197
2003,4,10,11,33.7,21.2,48,686,330,389
2003,4,10,12,34,20,44,755,345,419
2003,4,10,13,34,21.4,48,747,315,437
2003,4,10,14,33.6,20.7,47,698,305,415
2003,4,10,15,33.3,20.8,48,508,143,391
2003,4,10,16,32.5,22.6,56,344,82,291
2003,4,10,17,31.7,23.5,62,194,52,171
2003,4,10,18,30.8,24.9,71,87,75,72
2003,4,10,19,30,25.3,76,4,37,4
2003,4,10,20,29.8,25.6,78,0,0,0
2003,4,10,21,29.6,25.6,79,0,0,0
2003,4,10,22,29.6,25.6,79,0,0,0
2003,4,10,23,29.6,25.8,80,0,0,0
2003,4,10,24,29.2,25.4,80,0,0,0
2003,4,11,1,29.1,25.3,80,0,0,0
2003,4,11,2,28.8,25,80,0,0,0
2003,4,11,3,28,24.2,80,0,0,0
2003,4,11,4,27.7,23.9,80,0,0,0
2003,4,11,5,27.3,23.5,80,0,0,0
2003,4,11,6,27.2,23.5,80,0,0,0
2003,4,11,7,27.3,23.5,80,67,204,43
2003,4,11,8,30,26.2,80,262,365,131
2003,4,11,9,31,25.4,72,433,343,235
2003,4,11,10,33,24.2,60,692,599,235
2003,4,11,11,32.4,23.9,61,833,634,264
2003,4,11,12,33,26.6,69,870,564,320
2003,4,11,13,33.5,26.3,66,930,665,274
2003,4,11,14,33.5,26.3,66,883,674,255
2003,4,11,15,33.2,26,66,766,659,229
2003,4,11,16,32.5,25.6,67,570,560,207
2003,4,11,17,31.5,25.1,69,351,459,150
2003,4,11,18,30.5,25.6,75,124,245,74
2003,4,11,19,30,25.3,76,4,122,3
2003,4,11,20,29.9,25.2,76,0,0,0
2003,4,11,21,29.5,25.3,78,0,0,0
2003,4,11,22,29.4,25.2,78,0,0,0
2003,4,11,23,29.3,25.1,78,0,0,0
2003,4,11,24,29,24.8,78,0,0,0
2003,4,12,1,29,24.8,78,0,0,0
2003,4,12,2,28.9,24.7,78,0,0,0
2003,4,12,3,28.5,24.3,78,0,0,0
2003,4,12,4,28.3,24.1,78,0,0,0
2003,4,12,5,28.2,24,78,0,0,0
2003,4,12,6,28,23.8,78,0,0,0
2003,4,12,7,28,23.8,78,66,184,44
2003,4,12,8,30,25.5,77,285,461,119
2003,4,12,9,31.7,25.6,70,510,565,181
2003,4,12,10,33,25.3,64,687,585,240
2003,4,12,11,34.4,23.7,54,847,664,250
2003,4,12,12,34.4,24.4,56,954,737,236
2003,4,12,13,34.2,24.2,56,991,790,213
2003,4,12,14,34,24,56,925,763,214
2003,4,12,15,33.2,23.5,57,781,693,215
2003,4,12,16,32.6,24.1,61,549,502,224
2003,4,12,17,31,24.9,70,288,242,182
2003,4,12,18,31,26.3,76,83,64,70
2003,4,12,19,30.5,26,77,4,32,4
2003,4,12,20,29.9,25.4,77,0,0,0
2003,4,12,21,29.7,25.2,77,0,0,0
2003,4,12,22,29.2,25,78,0,0,0
2003,4,12,23,29.1,24.9,78,0,0,0
2003,4,12,24,29,25,79,0,0,0
2003,4,13,1,28.3,24.3,79,0,0,0
2003,4,13,2,28.1,24.1,79,0,0,0
2003,4,13,3,28,24,79,0,0,0
2003,4,13,4,27.6,23.6,79,0,0,0
2003,4,13,5,27.4,23.4,79,0,0,0
2003,4,13,6,27,24.5,86,0,0,0
2003,4,13,7,27.6,24.9,85,64,162,44
2003,4,13,8,29.2,25.8,82,245,285,142
2003,4,13,9,30.8,24.5,69,442,361,232
2003,4,13,10,32,24.1,63,695,601,234
2003,4,13,11,33.7,23.4,55,845,657,253
2003,4,13,12,34.8,21.8,47,938,703,253
2003,4,13,13,34.7,22.1,48,938,683,265
2003,4,13,14,34,21.8,49,878,664,259
2003,4,13,15,33.7,21.5,49,744,607,249
2003,4,13,16,33,22.5,54,538,471,233
2003,4,13,17,31.7,22.1,57,331,382,163
2003,4,13,18,30.3,24.5,71,121,229,75
2003,4,13,19,29.5,24.6,75,4,115,3
2003,4,13,20,29.3,24.6,76,0,0,0
2003,4,13,21,29,24.6,77,0,0,0
2003,4,13,22,28.7,24.3,77,0,0,0
2003,4,13,23,28.5,24.1,77,0,0,0
2003,4,13,24,28,24,79,0,0,0
2003,4,14,1,28,24,79,0,0,0
2003,4,14,2,27.6,23.6,79,0,0,0
2003,4,14,3,26.8,22.9,79,0,0,0
2003,4,14,4,26.5,22.8,80,0,0,0
2003,4,14,5,26.5,22.8,80,0,0,0
2003,4,14,6,26.5,22.8,80,0,0,0
2003,4,14,7,27.4,23.6,80,55,94,44
2003,4,14,8,28.6,24.6,79,197,129,150
2003,4,14,9,30.3,26,78,325,110,261
2003,4,14,10,32,24.3,64,536,244,349
2003,4,14,11,33,22.8,55,734,421,355
2003,4,14,12,34.3,22,49,930,686,260
2003,4,14,13,33.8,21.6,49,1014,836,190
2003,4,14,14,33.6,21.4,49,942,801,196
2003,4,14,15,33.5,21.3,49,800,742,195
2003,4,14,16,33,20.9,49,593,629,186
2003,4,14,17,31.8,22.2,57,361,497,143
2003,4,14,18,30.5,23.4,66,131,289,72
2003,4,14,19,29.7,25,76,4,145,2
2003,4,14,20,29.3,24.9,77,0,0,0
2003,4,14,21,28.8,24.6,78,0,0,0
2003,4,14,22,28.8,24.6,78,0,0,0
2003,4,14,23,28.7,24.7,79,0,0,0
2003,4,14,24,28.3,24.5,80,0,0,0
2003,4,15,1,28.2,24.4,80,0,0,0
2003,4,15,2,28.2,24.4,80,0,0,0
2003,4,15,3,27.7,24.1,81,0,0,0
2003,4,15,4,27.3,23.8,81,0,0,0
2003,4,15,5,26.8,23.3,81,0,0,0
2003,4,15,6,26.5,25.5,94,0,0,0
2003,4,15,7,27.5,26.5,94,67,168,46
2003,4,15,8,29.3,27.7,91,270,374,133
2003,4,15,9,31.4,27.1,78,492,499,200
2003,4,15,10,32.7,26.3,69,674,544,256
2003,4,15,11,33.7,25.7,63,820,601,278
2003,4,15,12,34,26.8,66,827,477,361
2003,4,15,13,34.4,26.9,65,764,344,425
2003,4,15,14,34.3,26.8,65,769,438,361
2003,4,15,15,34.2,26.4,64,692,487,294
2003,4,15,16,33.6,25.9,64,510,399,252
2003,4,15,17,32.1,25,66,316,331,171
2003,4,15,18,31,26.7,78,107,154,76
2003,4,15,19,30.3,26,78,4,77,3
2003,4,15,20,29.9,25.9,79,0,0,0
2003,4,15,21,29.5,25.7,80,0,0,0
2003,4,15,22,29.5,25.7,80,0,0,0
2003,4,15,23,29.4,25.6,80,0,0,0
2003,4,15,24,29,25.6,82,0,0,0
2003,4,16,1,28.9,25.5,82,0,0,0
2003,4,16,2,28.7,25.3,82,0,0,0
2003,4,16,3,28.4,25,82,0,0,0
2003,4,16,4,28,24.9,83,0,0,0
2003,4,16,5,27.6,24.5,83,0,0,0
2003,4,16,6,27.5,24.4,83,0,0,0
2003,4,16,7,28.3,25.1,83,65,139,47
2003,4,16,8,29.7,26.3,82,269,363,135
2003,4,16,9,30.7,26,76,504,532,192
2003,4,16,10,32,24.9,66,648,481,278
2003,4,16,11,33.2,24.9,62,718,386,370
2003,4,16,12,33.5,25.2,62,697,247,456
2003,4,16,13,33.7,25.4,62,700,240,463
2003,4,16,14,33.4,25.1,62,646,222,440
2003,4,16,15,33.2,25.2,63,535,183,386
