Year,Month,Day,hour,DBT,DP,RH,GHR,DNR,DHR
2000,7,23,6,26.3,22.2,78,0,0,0
2000,7,23,7,26.9,22.7,78,40,25,37
2000,7,23,8,28.9,22.4,68,199,139,148
2000,7,23,9,30,23,66,370,208,249
2000,7,23,10,30.1,22.8,65,519,244,333
2000,7,23,11,31.1,24,66,752,505,302
2000,7,23,12,32.7,21.9,53,912,699,237
2000,7,23,13,33.8,22.2,51,863,568,305
2000,7,23,14,34,22.1,50,825,573,288
2000,7,23,15,34,22.8,52,723,552,263
2000,7,23,16,32.5,22.6,56,575,528,217
2000,7,23,17,32,23.5,61,403,537,144
2000,7,23,18,30.5,23.2,65,179,359,87
2000,7,23,19,29.7,25.2,77,17,278,6
2000,7,23,20,29.1,24.9,78,0,0,0
2000,7,23,21,29,25,79,0,0,0
2000,7,23,22,28.7,23.6,74,0,0,0
2000,7,23,23,27.7,21,67,0,0,0
2000,7,23,24,27.2,21,69,0,0,0
2000,7,24,1,26.7,21.7,74,0,0,0
2000,7,24,2,26.7,21.7,74,0,0,0
2000,7,24,3,26.3,22.2,78,0,0,0
2000,7,24,4,26,22.3,80,0,0,0
2000,7,24,5,25.7,22,80,0,0,0
2000,7,24,6,25.7,23,85,0,0,0
2000,7,24,7,26.2,23.1,83,48,47,42
2000,7,24,8,28,24,79,237,260,142
2000,7,24,9,30,25.1,75,464,456,200
2000,7,24,10,31.5,25.6,71,697,656,200
2000,7,24,11,33.1,24,59,872,768,188
2000,7,24,12,34.5,22.2,49,985,846,167
2000,7,24,13,33.5,18.8,42,1001,844,171
2000,7,24,14,34.5,22.9,51,924,781,192
2000,7,24,15,33.9,23.3,54,807,748,184
2000,7,24,16,32.6,22.1,54,579,538,214
2000,7,24,17,31.5,22.8,60,372,428,166
2000,7,24,18,30.4,22.8,64,169,300,91
2000,7,24,19,29.8,25.1,76,15,211,7
2000,7,24,20,29.5,25.3,78,0,0,0
2000,7,24,21,29.5,25.7,80,0,0,0
2000,7,24,22,29.5,26.1,82,0,0,0
2000,7,24,23,25.6,22.3,82,0,0,0
2000,7,24,24,23,19.6,81,0,0,0
2000,7,25,1,23,21.3,90,0,0,0
2000,7,25,2,23,21.3,90,0,0,0
2000,7,25,3,23.1,21.5,91,0,0,0
2000,7,25,4,23.6,22,91,0,0,0
2000,7,25,5,23.8,21.7,88,0,0,0
2000,7,25,6,24.3,22.2,88,0,0,0
2000,7,25,7,24.6,22.5,88,22,5,21
2000,7,25,8,25.7,23.6,88,141,37,127
2000,7,25,9,27,23.9,83,285,71,244
2000,7,25,10,28,24.6,82,402,79,342
2000,7,25,11,28.5,24.3,78,504,96,419
2000,7,25,12,29,24.6,77,556,97,461
2000,7,25,13,29,24.3,76,562,94,470
2000,7,25,14,28,23.8,78,534,95,445
2000,7,25,15,27.6,24,81,456,85,385
2000,7,25,16,27.9,22.4,72,339,66,294
2000,7,25,17,28.2,22,69,208,47,185
2000,7,25,18,28,22.9,74,163,270,93
2000,7,25,19,27.4,22.6,75,16,253,6
2000,7,25,20,27,22.4,76,0,0,0
2000,7,25,21,26.5,21.7,75,0,0,0
2000,7,25,22,26.5,22.1,77,0,0,0
2000,7,25,23,26.5,23.2,82,0,0,0
2000,7,25,24,27,24.5,86,0,0,0
2000,7,26,1,27,24.5,86,0,0,0
2000,7,26,2,26.6,24.1,86,0,0,0
2000,7,26,3,26.6,24.3,87,0,0,0
2000,7,26,4,26.5,23.2,82,0,0,0
2000,7,26,5,26.5,23.2,82,0,0,0
2000,7,26,6,26.2,22.9,82,0,0,0
2000,7,26,7,26.2,23.1,83,64,124,47
2000,7,26,8,27,23.7,82,212,179,147
2000,7,26,9,29.3,23.5,71,361,190,251
2000,7,26,10,30.4,22,61,455,141,349
2000,7,26,11,31.1,20.4,53,576,180,416
2000,7,26,12,32.3,20.5,50,643,197,453
2000,7,26,13,33.3,21.5,50,643,180,465
2000,7,26,14,33.8,19.1,42,637,219,432
2000,7,26,15,34.5,18.9,40,754,623,235
2000,7,26,16,35.3,19.6,40,562,494,228
2000,7,26,17,34.4,20.7,45,291,184,202
2000,7,26,18,31.8,24.4,65,92,37,82
2000,7,26,19,29.6,26.2,82,7,20,6
2000,7,26,20,29,25.4,81,0,0,0
2000,7,26,21,28.5,25.1,82,0,0,0
2000,7,26,22,28.3,24.5,80,0,0,0
2000,7,26,23,28.3,24.5,80,0,0,0
2000,7,26,24,27.8,25.3,86,0,0,0
2000,7,27,1,27.8,25.3,86,0,0,0
2000,7,27,2,27.8,25.4,87,0,0,0
2000,7,27,3,27.8,25.3,86,0,0,0
2000,7,27,4,27.5,24.8,85,0,0,0
2000,7,27,5,27.3,24.6,85,0,0,0
2000,7,27,6,27,23.9,83,0,0,0
2000,7,27,7,27.3,24.2,83,64,123,47
2000,7,27,8,28,23.8,78,262,361,130
2000,7,27,9,30,23.9,70,479,502,188
2000,7,27,10,31.6,25.2,69,652,542,241
2000,7,27,11,32.4,24.7,64,796,599,262
2000,7,27,12,33.7,22.2,51,915,700,237
2000,7,27,13,34.3,19.9,43,951,743,220
2000,7,27,14,35.3,17.5,35,746,408,363
2000,7,27,15,34.8,21.1,45,623,333,346
2000,7,27,16,33.7,23.1,54,576,530,217
2000,7,27,17,32.3,23.5,60,346,340,182
2000,7,27,18,31.3,23.7,64,136,153,97
2000,7,27,19,30.3,23.5,67,16,77,13
2000,7,27,20,29.5,25.3,78,0,0,0
2000,7,27,21,29.3,25.1,78,0,0,0
2000,7,27,22,29.1,25.3,80,0,0,0
2000,7,27,23,29,25.2,80,0,0,0
2000,7,27,24,28.8,25,80,0,0,0
2000,7,28,1,28.5,24.7,80,0,0,0
2000,7,28,2,28,24.2,80,0,0,0
2000,7,28,3,27.8,24.5,82,0,0,0
2000,7,28,4,27.3,24,82,0,0,0
2000,7,28,5,27,23.7,82,0,0,0
2000,7,28,6,26.7,23.6,83,0,0,0
2000,7,28,7,27.3,24.2,83,63,120,47
2000,7,28,8,29,25,79,256,339,133
2000,7,28,9,30.8,22.4,61,494,551,175
2000,7,28,10,32.3,21.2,52,730,738,170
2000,7,28,11,33.5,19.9,45,940,911,128
2000,7,28,12,34.3,19.9,43,1036,940,125
2000,7,28,13,35.3,20,41,1050,933,130
2000,7,28,14,35,21.3,45,992,914,133
2000,7,28,15,34.3,22.4,50,817,768,176
2000,7,28,16,33.5,22.9,54,582,548,211
2000,7,28,17,32.5,22.3,55,378,452,161
2000,7,28,18,31,24.7,69,162,271,93
2000,7,28,19,29.8,25.3,77,17,136,12
2000,7,28,20,29.7,25.5,78,0,0,0
2000,7,28,21,29.3,26.3,84,0,0,0
2000,7,28,22,29.3,26.3,84,0,0,0
2000,7,28,23,29.2,26.2,84,0,0,0
2000,7,28,24,28.8,25.8,84,0,0,0
2000,7,29,1,28.8,25.8,84,0,0,0
2000,7,29,2,28.3,25.3,84,0,0,0
2000,7,29,3,24.1,22.7,92,0,0,0
2000,7,29,4,24,22.6,92,0,0,0
2000,7,29,5,23.6,22.2,92,0,0,0
2000,7,29,6,23.8,22.4,92,0,0,0
2000,7,29,7,24.8,23.4,92,31,13,29
2000,7,29,8,26.8,24.8,89,196,136,147
2000,7,29,9,28.9,25.1,80,448,410,211
2000,7,29,10,30.5,25.1,73,690,635,208
2000,7,29,11,31.6,24,64,831,675,229
2000,7,29,12,32.5,24.8,64,869,604,284
2000,7,29,13,33.6,27.1,69,857,550,316
2000,7,29,14,31.6,27.1,77,761,436,352
2000,7,29,15,31.1,26.6,77,612,310,354
2000,7,29,16,30.7,26.2,77,447,220,298
2000,7,29,17,30.7,26,76,278,158,203
2000,7,29,18,30.7,27.1,81,131,138,96
2000,7,29,19,29.6,26.4,83,12,129,7
2000,7,29,20,29.4,26.4,84,0,0,0
2000,7,29,21,29.1,26.1,84,0,0,0
2000,7,29,22,29.1,26.1,84,0,0,0
2000,7,29,23,29.1,26.1,84,0,0,0
2000,7,29,24,28.6,25.8,85,0,0,0
2000,7,30,1,28.6,25.8,85,0,0,0
2000,7,30,2,28.4,25.6,85,0,0,0
2000,7,30,3,28.1,25.4,85,0,0,0
2000,7,30,4,27.5,24.4,83,0,0,0
2000,7,30,5,26.6,23.7,84,0,0,0
2000,7,30,6,25.7,22.6,83,0,0,0
2000,7,30,7,26.1,23,83,63,124,46
2000,7,30,8,27.7,24.4,82,254,331,133
2000,7,30,9,30,23.9,70,473,485,193
2000,7,30,10,30,23.9,70,650,536,244
2000,7,30,11,31.5,25.1,69,783,566,277
2000,7,30,12,33,30,84,844,552,309
2000,7,30,13,34,24.9,59,929,695,244
2000,7,30,14,33,25.3,64,843,604,275
2000,7,30,15,32.8,24.8,63,745,599,245
2000,7,30,16,27,24.3,85,560,487,230
2000,7,30,17,28,25.3,85,368,417,168
2000,7,30,18,28.2,24.4,80,170,324,88
2000,7,30,19,29.3,25.7,81,14,202,6
2000,7,30,20,29,26,84,0,0,0
2000,7,30,21,28.8,26.2,86,0,0,0
2000,7,30,22,28.6,26,86,0,0,0
2000,7,30,23,28.3,25.7,86,0,0,0
2000,7,30,24,28,25.4,86,0,0,0
2000,7,31,1,27.5,25,86,0,0,0
2000,7,31,2,27.5,25,86,0,0,0
2000,7,31,3,27.4,24.9,86,0,0,0
2000,7,31,4,27,24.5,86,0,0,0
2000,7,31,5,26.5,24,86,0,0,0
2000,7,31,6,26.5,24,86,0,0,0
2000,7,31,7,27,24.3,85,66,147,47
2000,7,31,8,28.5,24.9,81,268,392,125
2000,7,31,9,30.3,23.7,68,503,578,168
2000,7,31,10,31.6,22.3,58,735,748,167
2000,7,31,11,32.4,21.3,52,900,824,165
2000,7,31,12,33.3,20.8,48,1000,868,158
2000,7,31,13,33.1,20.6,48,1014,863,163
2000,7,31,14,33.3,20.1,46,973,875,151
2000,7,31,15,37.7,23.4,44,812,756,181
2000,7,31,16,31.5,18.1,45,653,745,149
2000,7,31,17,31.8,18.7,46,424,625,125
2000,7,31,18,31,18,46,196,486,73
2000,7,31,19,29.8,24.7,74,12,160,6
2000,7,31,20,29.5,24.4,74,0,0,0
2000,7,31,21,29,24.1,75,0,0,0
2000,7,31,22,28.7,23.9,75,0,0,0
2000,7,31,23,28.5,23.9,76,0,0,0
2000,7,31,24,28.1,24.7,82,0,0,0
1996,8,1,1,28.1,24.5,81,0,0,0
1996,8,1,2,27.9,21.6,69,0,0,0
1996,8,1,3,28.1,19.3,59,0,0,0
1996,8,1,4,27.9,19.9,62,0,0,0
1996,8,1,5,27.4,19.2,61,0,0,0
1996,8,1,6,27.3,19.4,62,0,0,0
1996,8,1,7,26.9,19.8,65,51,65,43
1996,8,1,8,27.9,19.7,61,175,90,143
1996,8,1,9,30.1,20.3,56,341,151,254
1996,8,1,10,30.5,20.1,54,421,97,347
1996,8,1,11,31.1,19.8,51,519,108,422
1996,8,1,12,31.7,19.3,48,583,121,465
1996,8,1,13,32.1,19.7,48,563,92,472
1996,8,1,14,32.7,19.9,47,530,89,446
1996,8,1,15,33.2,20,46,461,89,387
1996,8,1,16,33.2,19.7,45,400,140,306
1996,8,1,17,33.2,19.7,45,262,126,202
1996,8,1,18,32.8,19.3,45,113,84,92
1996,8,1,19,32.2,19.1,46,18,42,16
1996,8,1,20,32.1,19,46,0,0,0
1996,8,1,21,31.8,19.1,47,0,0,0
1996,8,1,22,31.2,19.9,51,0,0,0
1996,8,1,23,30.7,19.4,51,0,0,0
1996,8,1,24,29.9,19.3,53,0,0,0
1996,8,2,1,29.4,19.4,55,0,0,0
1996,8,2,2,28.8,19.7,58,0,0,0
1996,8,2,3,28.5,19.7,59,0,0,0
1996,8,2,4,28.3,19.8,60,0,0,0
1996,8,2,5,28.1,19.9,61,0,0,0
1996,8,2,6,27.8,20.4,64,0,0,0
1996,8,2,7,27.6,20.4,65,38,26,35
1996,8,2,8,28.5,20.5,62,174,87,142
1996,8,2,9,30,20.8,58,336,143,254
1996,8,2,10,30.4,20,54,425,102,348
1996,8,2,11,31.3,19.9,51,520,110,422
1996,8,2,12,32.3,19.9,48,573,111,465
1996,8,2,13,32.3,19.9,48,658,198,463
1996,8,2,14,33.3,20.4,47,618,189,441
1996,8,2,15,33.8,20.2,45,627,337,345
1996,8,2,16,33.8,20.2,45,460,246,293
1996,8,2,17,33.9,20.3,45,302,219,198
1996,8,2,18,32.3,23,58,124,120,94
1996,8,2,19,30.8,22.1,60,16,60,14
1996,8,2,20,30.4,20,54,0,0,0
1996,8,2,21,31.3,19,48,0,0,0
1996,8,2,22,31,18.7,48,0,0,0
1996,8,2,23,30.5,18.2,48,0,0,0
1996,8,2,24,29.8,18.6,51,0,0,0
1996,8,3,1,29,18.7,54,0,0,0
1996,8,3,2,28.5,18.9,56,0,0,0
1996,8,3,3,28.3,19,57,0,0,0
1996,8,3,4,27.9,18.6,57,0,0,0
1996,8,3,5,28,18.4,56,0,0,0
1996,8,3,6,27.4,18.7,59,0,0,0
1996,8,3,7,27.3,19.4,62,78,251,45
1996,8,3,8,28.4,19.6,59,283,462,115
1996,8,3,9,30.4,17.8,47,526,651,150
1996,8,3,10,31.5,17.4,43,752,788,154
1996,8,3,11,32.3,17.4,41,854,719,211
1996,8,3,12,33.2,17.4,39,870,600,287
1996,8,3,13,34.1,17.7,38,785,403,386
1996,8,3,14,34.4,18,38,732,376,379
1996,8,3,15,34.6,17.8,37,647,378,332
1996,8,3,16,34.8,17.5,36,486,304,281
1996,8,3,17,35,17.2,35,321,270,192
1996,8,3,18,33.3,22.7,54,127,132,94
1996,8,3,19,30.5,23.7,67,17,66,15
1996,8,3,20,30.1,23.8,69,0,0,0
1996,8,3,21,29.6,24.9,76,0,0,0
1996,8,3,22,29.5,23.9,72,0,0,0
1996,8,3,23,29.4,24.5,75,0,0,0
1996,8,3,24,29,24.6,77,0,0,0
1996,8,4,1,28.6,24.2,77,0,0,0
1996,8,4,2,28.3,22.3,70,0,0,0
1996,8,4,3,28.6,19.5,58,0,0,0
1996,8,4,4,28.5,18.3,54,0,0,0
1996,8,4,5,28.2,18.6,56,0,0,0
1996,8,4,6,28.1,18.8,57,0,0,0
1996,8,4,7,28.2,18.9,57,73,209,45
1996,8,4,8,29.5,18.6,52,248,309,136
1996,8,4,9,30.5,20.1,54,445,398,214
1996,8,4,10,32,20.6,51,638,501,257
1996,8,4,11,32.5,19.7,47,887,790,181
1996,8,4,12,33.8,20.2,45,1037,934,130
1996,8,4,13,34.4,20,43,1037,903,145
1996,8,4,14,35.5,19.8,40,983,891,144
1996,8,4,15,36.2,19.6,38,870,885,131
1996,8,4,16,32.8,22.3,54,616,645,181
1996,8,4,17,31.8,22.2,57,413,589,132
1996,8,4,18,31,22.6,61,188,455,75
1996,8,4,19,30.1,23.3,67,21,227,13
1996,8,4,20,29.5,23.5,70,0,0,0
1996,8,4,21,29.4,25,77,0,0,0
1996,8,4,22,29.4,25.8,81,0,0,0
1996,8,4,23,29.3,24.9,77,0,0,0
1996,8,4,24,29,24.8,78,0,0,0
1996,8,5,1,28.9,24.9,79,0,0,0
1996,8,5,2,28.9,24,75,0,0,0
1996,8,5,3,28.7,22.7,70,0,0,0
1996,8,5,4,28.5,23,72,0,0,0
1996,8,5,5,27.9,23.3,76,0,0,0
1996,8,5,6,27.4,24.5,84,0,0,0
1996,8,5,7,27.4,24.1,82,68,171,46
1996,8,5,8,28.9,23.1,71,267,390,126
1996,8,5,9,31.7,21.5,55,504,578,169
1996,8,5,10,32.7,21.2,51,726,722,177
1996,8,5,11,33.3,20.4,47,881,777,186
1996,8,5,12,34.9,19.3,40,983,830,177
1996,8,5,13,35.7,18.7,37,981,793,197
1996,8,5,14,36.3,18.8,36,873,664,249
1996,8,5,15,36.6,18.2,34,721,543,269
1996,8,5,16,33.7,23.7,56,447,221,297
1996,8,5,17,32.3,24.6,64,284,176,200
1996,8,5,18,31,24.7,69,120,111,92
1996,8,5,19,30.3,24.2,70,10,55,8
1996,8,5,20,30.3,23.5,67,0,0,0
1996,8,5,21,30.3,23.5,67,0,0,0
1996,8,5,22,28.3,26.5,90,0,0,0
1996,8,5,23,28.2,25.8,87,0,0,0
1996,8,5,24,28.1,25.5,86,0,0,0
1996,8,6,1,27.8,25.8,89,0,0,0
1996,8,6,2,27.7,25.7,89,0,0,0
1996,8,6,3,27.5,25.2,87,0,0,0
1996,8,6,4,27.4,24.5,84,0,0,0
1996,8,6,5,27,25,89,0,0,0
1996,8,6,6,26.8,23.5,82,0,0,0
1996,8,6,7,27.2,21,69,35,20,32
1996,8,6,8,27.8,20.1,63,170,82,141
1996,8,6,9,29.7,20,56,337,143,254
1996,8,6,10,30.5,19.8,53,576,355,306
1996,8,6,11,32.2,19.1,46,700,385,355
1996,8,6,12,33.3,18.2,41,779,416,375
1996,8,6,13,34.2,17.8,38,855,538,324
1996,8,6,14,35.1,18.6,38,807,524,314
1996,8,6,15,35.7,17.8,35,714,526,275
1996,8,6,16,33.1,22.5,54,547,455,240
1996,8,6,17,32,24.3,64,350,366,176
1996,8,6,18,30.2,24.8,73,151,244,91
1996,8,6,19,29.7,25,76,19,122,15
1996,8,6,20,29.3,25.5,80,0,0,0
1996,8,6,21,29.2,25.6,81,0,0,0
1996,8,6,22,29.1,24.9,78,0,0,0
1996,8,6,23,25.6,24.2,92,0,0,0
1996,8,6,24,25.4,24.5,95,0,0,0
1996,8,7,1,25.7,24.5,93,0,0,0
1996,8,7,2,25.7,24.3,92,0,0,0
1996,8,7,3,25.2,23.6,91,0,0,0
1996,8,7,4,25.2,23.8,92,0,0,0
1996,8,7,5,25.1,22.4,85,0,0,0
1996,8,7,6,25.1,20.8,77,0,0,0
1996,8,7,7,25.1,20.3,75,32,15,30
1996,8,7,8,25.2,20.7,76,155,57,134
1996,8,7,9,27,20.6,68,314,106,252
1996,8,7,10,28.4,19.9,60,484,178,348
1996,8,7,11,29.9,19.6,54,592,197,416
1996,8,7,12,30.8,19.2,50,657,209,453
1996,8,7,13,31.9,17.7,43,566,93,474
1996,8,7,14,32,18.9,46,526,85,446
1996,8,7,15,31.9,19.5,48,453,81,385
1996,8,7,16,31.4,19.4,49,395,133,305
1996,8,7,17,30.7,21.5,58,240,92,196
1996,8,7,18,29.4,22.4,66,93,46,81
1996,8,7,19,28.8,23,71,12,23,11
1996,8,7,20,28.4,23.1,73,0,0,0
1996,8,7,21,27.9,23.5,77,0,0,0
1996,8,7,22,27.9,23.7,78,0,0,0
1996,8,7,23,27.8,24.5,82,0,0,0
1996,8,7,24,27.4,24.9,86,0,0,0
1996,8,8,1,27.3,24.8,86,0,0,0
1996,8,8,2,27.2,24.1,83,0,0,0
1996,8,8,3,27,22.6,77,0,0,0
1996,8,8,4,27.2,22.4,75,0,0,0
1996,8,8,5,26.9,22.5,77,0,0,0
1996,8,8,6,26.4,22.5,79,0,0,0
1996,8,8,7,26.9,21.4,72,63,143,45
1996,8,8,8,28.3,20.1,61,259,357,130
1996,8,8,9,31,20.3,53,475,486,193
1996,8,8,10,31.6,20.5,52,682,606,221
1996,8,8,11,32.7,19.6,46,772,535,294
1996,8,8,12,33.3,19,43,862,578,300
1996,8,8,13,34.3,18.3,39,860,546,320
1996,8,8,14,35.2,17.4,35,822,555,300
1996,8,8,15,35.7,16.9,33,779,677,215
1996,8,8,16,35.1,16.9,34,585,561,207
1996,8,8,17,34.7,18.3,38,351,376,174
1996,8,8,18,31.4,25.5,71,113,94,90
1996,8,8,19,30.3,24.5,71,12,47,10
1996,8,8,20,28.9,20.9,62,0,0,0
1996,8,8,21,27.3,23.8,81,0,0,0
1996,8,8,22,26.7,24.2,86,0,0,0
1996,8,8,23,26.7,24,85,0,0,0
1996,8,8,24,26.3,22.4,79,0,0,0
1996,8,9,1,26.4,22.3,78,0,0,0
1996,8,9,2,26.8,21.8,74,0,0,0
1996,8,9,3,26.4,22.7,80,0,0,0
1996,8,9,4,26.3,22.6,80,0,0,0
1996,8,9,5,26.3,21.9,77,0,0,0
1996,8,9,6,26.3,21.1,73,0,0,0
1996,8,9,7,26.3,19.9,68,72,213,45
1996,8,9,8,27.7,19.5,61,234,258,141
1996,8,9,9,30.3,19.6,53,393,259,243
1996,8,9,10,30.8,19.5,51,504,211,344
1996,8,9,11,31.9,18.5,45,625,246,404
1996,8,9,12,32,18.2,44,692,261,438
1996,8,9,13,33.8,17.5,38,695,247,451
1996,8,9,14,34.3,16.6,35,664,254,425
1996,8,9,15,34.3,15.7,33,581,252,371
1996,8,9,16,33.8,16.2,35,430,192,301
1996,8,9,17,33.1,17.3,39,272,154,199
1996,8,9,18,32.8,18.6,43,109,87,88
1996,8,9,19,31.2,20.2,52,13,44,11
1996,8,9,20,30.1,21.2,59,0,0,0
1996,8,9,21,29.3,21.5,63,0,0,0
1996,8,9,22,28.8,21.6,65,0,0,0
1996,8,9,23,28.7,22.2,68,0,0,0
1996,8,9,24,29.3,21.3,62,0,0,0
1996,8,10,1,28.8,22.3,68,0,0,0
1996,8,10,2,28.8,21.3,64,0,0,0
1996,8,10,3,28.2,22.2,70,0,0,0
1996,8,10,4,27.7,23.3,77,0,0,0
1996,8,10,5,27.3,22.7,76,0,0,0
1996,8,10,6,27.2,19.3,62,0,0,0
1996,8,10,7,27.2,19,61,38,27,34
1996,8,10,8,27.4,19.2,61,176,92,142
1996,8,10,9,28.6,19.2,57,342,151,255
1996,8,10,10,29.1,19.1,55,428,103,350
1996,8,10,11,30.4,19.4,52,514,100,424
1996,8,10,12,31.5,19.8,50,562,98,467
1996,8,10,13,32.5,19.7,47,556,85,473
1996,8,10,14,32.5,19.4,46,529,88,447
1996,8,10,15,32.5,19,45,463,91,387
1996,8,10,16,32.6,19.1,45,401,145,304
1996,8,10,17,32.4,20.6,50,248,109,197
1996,8,10,18,29.6,23.1,68,89,43,79
1996,8,10,19,28.9,23.6,73,10,22,9
1996,8,10,20,28.8,23.5,73,0,0,0
1996,8,10,21,28.6,24.2,77,0,0,0
1996,8,10,22,28.5,24.7,80,0,0,0
1996,8,10,23,28.2,24.6,81,0,0,0
1996,8,10,24,25,24,94,0,0,0
1996,8,11,1,24,22.8,93,0,0,0
1996,8,11,2,24,22.4,91,0,0,0
1996,8,11,3,24,22.6,92,0,0,0
1996,8,11,4,24,22.4,91,0,0,0
1996,8,11,5,24.2,22.6,91,0,0,0
1996,8,11,6,24.5,22.9,91,0,0,0
1996,8,11,7,24.6,23,91,16,3,16
1996,8,11,8,25.1,23.2,89,98,10,95
1996,8,11,9,26.8,23.9,84,219,21,207
1996,8,11,10,28.2,24.2,79,350,38,321
1996,8,11,11,29.7,21.9,63,469,63,413
1996,8,11,12,30.5,21.3,58,533,74,461
1996,8,11,13,30.8,21.3,57,524,61,464
1996,8,11,14,31.3,21.2,55,501,66,439
1996,8,11,15,30.4,21.2,58,433,65,379
1996,8,11,16,30.2,22.1,62,362,93,300
1996,8,11,17,29.9,21.8,62,232,83,193
1996,8,11,18,29.7,22.7,66,86,40,77
1996,8,11,19,29.1,23.8,73,6,20,6
1996,8,11,20,28.8,23.5,73,0,0,0
1996,8,11,21,28.7,23.4,73,0,0,0
1996,8,11,22,28.3,23.7,76,0,0,0
1996,8,11,23,28,23.2,75,0,0,0
1996,8,11,24,27.8,22.3,72,0,0,0
1996,8,12,1,26.8,22.6,78,0,0,0
1996,8,12,2,26.8,22.9,79,0,0,0
1996,8,12,3,26.8,22.4,77,0,0,0
1996,8,12,4,26.4,22.3,78,0,0,0
1996,8,12,5,25.8,22.1,80,0,0,0
1996,8,12,6,25.6,21.9,80,0,0,0
1996,8,12,7,25.9,21.8,78,30,13,28
1996,8,12,8,26.7,22.3,77,153,54,133
1996,8,12,9,29,23.2,71,305,93,251
1996,8,12,10,30.7,19.7,52,503,207,345
1996,8,12,11,32.3,22.4,56,584,183,420
1996,8,12,12,32.4,21.6,53,656,206,456
1996,8,12,13,33,21.8,52,645,176,471
1996,8,12,14,34,21.1,47,626,197,441
1996,8,12,15,33,22.1,53,527,166,388
1996,8,12,16,33.5,21.3,49,455,243,292
1996,8,12,17,32.9,21.1,50,293,209,195
1996,8,12,18,31.7,24.3,65,108,91,87
1996,8,12,19,30,25.3,76,9,45,7
1996,8,12,20,29.3,25.5,80,0,0,0
1996,8,12,21,28.9,27.5,92,0,0,0
1996,8,12,22,25.4,24.4,94,0,0,0
1996,8,12,23,25.2,24.2,94,0,0,0
1996,8,12,24,24.8,23.6,93,0,0,0
1996,8,13,1,24.7,23.5,93,0,0,0
1996,8,13,2,24.9,23.7,93,0,0,0
1996,8,13,3,24.9,23.3,91,0,0,0
1996,8,13,4,24.9,23,89,0,0,0
1996,8,13,5,24.9,22.8,88,0,0,0
1996,8,13,6,25.1,21.6,81,0,0,0
1996,8,13,7,25.4,20.6,75,42,38,37
1996,8,13,8,26.3,20.8,72,191,125,145
1996,8,13,9,28,21.3,67,367,199,252
1996,8,13,10,30.1,20.1,55,624,460,274
1996,8,13,11,31.3,19.9,51,816,624,256
1996,8,13,12,32.7,20.6,49,949,751,217
1996,8,13,13,33.5,20.3,46,955,734,228
1996,8,13,14,33.7,20.5,46,903,723,222
1996,8,13,15,33.8,20.6,46,746,602,245
1996,8,13,16,34.2,19.8,43,566,517,220
1996,8,13,17,32.9,20.1,47,336,339,178
1996,8,13,18,32.1,20.4,50,141,227,88
1996,8,13,19,31,20.9,55,10,114,7
1996,8,13,20,30.6,21.9,60,0,0,0
1996,8,13,21,29.4,26,82,0,0,0
1996,8,13,22,28.6,25.8,85,0,0,0
1996,8,13,23,28.6,26,86,0,0,0
1996,8,13,24,28.2,25.4,85,0,0,0
1996,8,14,1,28.2,25.4,85,0,0,0
1996,8,14,2,28.1,25.5,86,0,0,0
1996,8,14,3,27.7,25,85,0,0,0
1996,8,14,4,26.8,24.3,86,0,0,0
1996,8,14,5,26.7,24.7,89,0,0,0
1996,8,14,6,26.2,24.1,88,0,0,0
1996,8,14,7,26.6,23.5,83,48,61,40
1996,8,14,8,27.7,23.5,78,212,184,146
1996,8,14,9,30.7,21.2,57,468,460,201
1996,8,14,10,31.6,20.5,52,683,604,223
1996,8,14,11,32.4,20.3,49,763,509,306
1996,8,14,12,33.4,20.5,47,846,542,319
1996,8,14,13,33.3,20.4,47,758,349,413
1996,8,14,14,33.4,20.5,47,715,341,394
1996,8,14,15,33.4,20.2,46,627,340,345
1996,8,14,16,33.9,20.3,45,459,254,289
1996,8,14,17,33.7,20.8,47,293,213,194
1996,8,14,18,32.9,21.4,51,118,127,88
1996,8,14,19,31.4,22.4,59,9,63,7
1996,8,14,20,30.4,25.3,74,0,0,0
1996,8,14,21,30.3,25.4,75,0,0,0
1996,8,14,22,30.1,25.6,77,0,0,0
1996,8,14,23,29.9,26.5,82,0,0,0
1996,8,14,24,29.7,26.9,85,0,0,0
1996,8,15,1,29.7,27.3,87,0,0,0
1996,8,15,2,29.3,27.5,90,0,0,0
1996,8,15,3,28.8,25.8,84,0,0,0
1996,8,15,4,26.4,24.4,89,0,0,0
1996,8,15,5,26.2,24.1,88,0,0,0
1996,8,15,6,26.2,24.2,89,0,0,0
1996,8,15,7,26,23.9,88,36,25,33
1996,8,15,8,26.8,24.3,86,174,89,142
1996,8,15,9,28.3,24.3,79,345,154,256
1996,8,15,10,28.4,24.2,78,439,113,353
1996,8,15,11,28.5,24.3,78,528,112,427
1996,8,15,12,29,23.7,73,595,129,470
1996,8,15,13,29.6,22.1,64,504,49,456
1996,8,15,14,30,22.2,63,469,46,426
1996,8,15,15,30.8,22.7,62,406,47,367
1996,8,15,16,31.6,22.3,58,358,90,298
1996,8,15,17,31.3,22.9,61,223,74,188
1996,8,15,18,30.8,24.7,70,78,31,71
1996,8,15,19,29.3,24.9,77,6,15,6
1996,8,15,20,28.3,24.9,82,0,0,0
1996,8,15,21,27.8,24.9,84,0,0,0
1996,8,15,22,28.1,24.9,83,0,0,0
